,unique_id,ds,cutoff,y,Naive,MA_4,MA_6,MA_8,MA_10,MA_12,MA_14,MA_16,SES_1,SES_2,SES_3,SES_4,SES_5,SES_6,SES_7,SES_8,SES_9,SES_10,SES,Holt,Holt‑Winters
121,Demand Amoxicillin Fürth,2023-11-05,2023-10-22,527.0,497.0,468.7836,488.66702,492.07266,467.78983,474.4378,502.32782,510.70596,467.6853,464.8649,474.0757,481.00342,485.7126,489.20673,491.97418,494.1882,495.88055,497.0,494.8331,494.74915,516.2802
122,Demand Amoxicillin Fürth,2023-11-12,2023-10-22,545.0,497.0,467.902,473.707,492.38278,461.27377,467.80997,504.7541,519.56616,467.6853,464.8649,474.0757,481.00342,485.7126,489.20673,491.97418,494.1882,495.88055,497.0,494.8331,494.7522,532.3973
123,Demand Amoxicillin Fürth,2023-11-19,2023-10-22,572.0,497.0,454.13107,461.63565,484.19034,458.55542,457.24158,501.35355,513.2918,467.6853,464.8649,474.0757,481.00342,485.7126,489.20673,491.97418,494.1882,495.88055,497.0,494.8331,494.75464,544.53125
124,Demand Amoxicillin Fürth,2023-11-26,2023-11-19,585.0,572.0,551.2861,565.5204,556.6994,565.68134,562.91693,556.478,560.2659,490.55862,508.30948,526.42786,539.0389,548.29456,555.4325,561.0513,565.5075,569.0719,572.0,566.92035,566.70667,565.9902
125,Demand Amoxicillin Fürth,2023-12-03,2023-11-19,530.0,572.0,526.1598,547.3754,545.37054,554.793,554.9632,532.6561,548.5204,490.55862,508.30948,526.42786,539.0389,548.29456,555.4325,561.0513,565.5075,569.0719,572.0,566.92035,566.71405,556.9119
126,Demand Amoxicillin Fürth,2023-12-10,2023-11-19,555.0,572.0,491.1167,519.7331,529.288,538.4818,545.8429,518.2968,529.0325,490.55862,508.30948,526.42786,539.0389,548.29456,555.4325,561.0513,565.5075,569.0719,572.0,566.92035,566.72,571.1774
127,Demand Amoxicillin Fürth,2023-12-17,2023-11-19,610.0,572.0,467.505,496.8171,511.683,532.90674,544.2198,515.35345,519.6708,490.55862,508.30948,526.42786,539.0389,548.29456,555.4325,561.0513,565.5075,569.0719,572.0,566.92035,566.72473,651.9059
128,Demand Amoxicillin Fürth,2023-12-24,2023-12-17,777.0,610.0,576.912,576.4225,578.537,591.1688,586.2338,584.3138,583.6047,518.38196,546.74756,564.0519,573.9234,580.83093,586.76306,592.541,598.4088,604.3034,610.0,600.4875,600.1436,741.9886
129,Demand Amoxicillin Fürth,2023-12-31,2023-12-17,789.0,610.0,559.57056,564.22626,572.30646,585.7727,586.1849,581.41254,584.1868,518.38196,546.74756,564.0519,573.9234,580.83093,586.76306,592.541,598.4088,604.3034,610.0,600.4875,600.1504,785.85455
130,Demand Amoxicillin Fürth,2024-01-07,2023-12-17,931.0,610.0,536.9795,543.31085,553.5783,567.26984,575.7258,570.70605,578.21173,518.38196,546.74756,564.0519,573.9234,580.83093,586.76306,592.541,598.4088,604.3034,610.0,600.4875,600.1558,758.64966
131,Demand Amoxicillin Fürth,2024-01-14,2023-12-17,659.0,610.0,485.83032,510.6591,523.637,532.16223,546.2248,551.3301,554.2847,518.38196,546.74756,564.0519,573.9234,580.83093,586.76306,592.541,598.4088,604.3034,610.0,600.4875,600.16016,657.1021
132,Demand Amoxicillin Fürth,2024-01-21,2024-01-14,687.0,659.0,566.20734,608.38495,654.37933,642.0739,661.8431,671.84174,674.56934,610.3528,685.2646,724.5752,742.1693,745.73944,739.44196,726.0019,707.33826,684.75073,659.0,704.1899,707.5379,671.7595
133,Demand Amoxicillin Fürth,2024-01-28,2024-01-14,690.0,659.0,437.2622,475.54675,566.5216,570.93207,591.92194,606.0689,614.8868,610.3528,685.2646,724.5752,742.1693,745.73944,739.44196,726.0019,707.33826,684.75073,659.0,704.1899,708.4035,649.47925
134,Demand Amoxicillin Fürth,2024-02-04,2024-01-14,687.0,659.0,404.82074,421.4589,545.47504,586.2595,599.2115,612.61383,619.0608,610.3528,685.2646,724.5752,742.1693,745.73944,739.44196,726.0019,707.33826,684.75073,659.0,704.1899,709.2691,673.11096
135,Demand Amoxicillin Fürth,2024-02-11,2024-01-14,661.0,659.0,394.45126,386.8428,492.44885,594.03406,598.20386,604.1635,604.69977,610.3528,685.2646,724.5752,742.1693,745.73944,739.44196,726.0019,707.33826,684.75073,659.0,704.1899,710.1347,676.47034
136,Demand Amoxicillin Fürth,2024-02-18,2024-02-11,701.0,661.0,651.13617,659.558,625.1096,673.77826,664.444,647.99304,665.27545,634.35474,681.4732,688.66284,684.18195,678.0462,673.0305,669.30493,666.32855,663.6268,661.0,665.7369,666.7875,680.923
137,Demand Amoxicillin Fürth,2024-02-25,2024-02-11,652.0,661.0,552.02594,585.774,534.13403,583.0774,585.5403,576.8689,595.5446,634.35474,681.4732,688.66284,684.18195,678.0462,673.0305,669.30493,666.32855,663.6268,661.0,665.7369,667.4277,688.0685
138,Demand Amoxicillin Fürth,2024-03-03,2024-02-11,671.0,661.0,485.93228,567.82947,523.8967,530.86957,560.7795,567.7107,601.4141,634.35474,681.4732,688.66284,684.18195,678.0462,673.0305,669.30493,666.32855,663.6268,661.0,665.7369,668.0678,711.94684
139,Demand Amoxicillin Fürth,2024-03-10,2024-02-11,663.0,661.0,468.05447,520.72864,511.19696,481.99683,522.1786,557.8633,604.4588,634.35474,681.4732,688.66284,684.18195,678.0462,673.0305,669.30493,666.32855,663.6268,661.0,665.7369,668.70795,681.6561
140,Demand Amoxicillin Fürth,2024-03-17,2024-03-10,681.0,663.0,628.52094,607.7485,656.5772,632.9959,620.30035,652.7174,659.58936,646.80505,674.3298,673.1349,669.3644,666.94037,665.57996,664.7563,664.1765,663.6553,663.0,664.0891,664.92285,692.7314
141,Demand Amoxicillin Fürth,2024-03-24,2024-03-10,753.0,663.0,572.1138,574.1604,612.02246,619.3942,588.20935,624.89764,627.8891,646.80505,674.3298,673.1349,669.3644,666.94037,665.57996,664.7563,664.1765,663.6553,663.0,664.0891,665.56604,684.20105
142,Demand Amoxicillin Fürth,2024-03-31,2024-03-10,608.0,663.0,517.654,542.7717,573.2447,607.4085,576.22565,578.237,592.9634,646.80505,674.3298,673.1349,669.3644,666.94037,665.57996,664.7563,664.1765,663.6553,663.0,664.0891,666.20917,665.4521
143,Demand Amoxicillin Fürth,2024-04-07,2024-03-10,688.0,663.0,476.79117,511.94235,543.1447,575.24457,555.6723,516.5671,536.18994,646.80505,674.3298,673.1349,669.3644,666.94037,665.57996,664.7563,664.1765,663.6553,663.0,664.0891,666.85236,667.9682
144,Demand Amoxicillin Fürth,2024-04-14,2024-04-07,605.0,688.0,622.8902,612.5191,620.5561,640.13403,661.3624,641.4579,607.6118,658.52673,677.20386,676.4656,675.14,674.3713,674.19727,674.9744,677.1971,681.3763,688.0,676.948,677.6168,669.72363
145,Demand Amoxicillin Fürth,2024-04-21,2024-04-07,635.0,688.0,581.0093,575.6539,600.4465,644.4808,643.5057,620.5006,590.6861,658.52673,677.20386,676.4656,675.14,674.3713,674.19727,674.9744,677.1971,681.3763,688.0,676.948,678.3209,663.5
146,Demand Amoxicillin Fürth,2024-04-28,2024-04-07,677.0,688.0,530.29816,538.5594,560.9795,621.7804,628.97003,634.6078,575.45105,658.52673,677.20386,676.4656,675.14,674.3713,674.19727,674.9744,677.1971,681.3763,688.0,676.948,679.0251,637.7985
147,Demand Amoxicillin Fürth,2024-05-05,2024-04-07,634.0,688.0,519.6677,525.6223,556.75494,602.62585,622.5957,625.53723,613.46375,658.52673,677.20386,676.4656,675.14,674.3713,674.19727,674.9744,677.1971,681.3763,688.0,676.948,679.7292,653.2275
148,Demand Amoxicillin Fürth,2024-05-12,2024-05-05,589.0,634.0,582.0363,590.5849,601.3105,584.17456,605.1691,609.5766,620.16833,651.9289,655.7347,650.3889,647.2901,645.5857,644.3314,642.8768,640.79553,637.85767,634.0,641.1655,642.0691,632.47095
149,Demand Amoxicillin Fürth,2024-05-19,2024-05-05,590.0,634.0,542.98145,578.2077,589.4297,564.2923,583.18536,610.54944,611.96277,651.9289,655.7347,650.3889,647.2901,645.5857,644.3314,642.8768,640.79553,637.85767,634.0,641.1655,642.62964,620.75037
150,Demand Amoxicillin Fürth,2024-05-26,2024-05-05,621.0,634.0,490.06668,520.2435,538.8639,512.8565,526.54364,572.5189,580.4461,651.9289,655.7347,650.3889,647.2901,645.5857,644.3314,642.8768,640.79553,637.85767,634.0,641.1655,643.1902,643.86646
151,Demand Amoxicillin Fürth,2024-06-02,2024-05-05,568.0,634.0,463.12698,498.2317,540.7607,508.90146,518.76526,568.26984,582.6729,651.9289,655.7347,650.3889,647.2901,645.5857,644.3314,642.8768,640.79553,637.85767,634.0,641.1655,643.75073,567.2509
152,Demand Amoxicillin Fürth,2024-06-09,2024-06-02,585.0,568.0,570.63074,563.3333,563.4101,583.0646,577.3858,572.4454,583.16046,631.1486,617.3825,604.30646,595.9784,590.1616,585.59247,581.5194,577.4349,572.9939,568.0,578.07275,578.7598,605.4384
153,Demand Amoxicillin Fürth,2024-06-16,2024-06-02,570.0,568.0,536.0132,528.034,529.0527,560.1209,541.2394,540.4657,546.6156,631.1486,617.3825,604.30646,595.9784,590.1616,585.59247,581.5194,577.4349,572.9939,568.0,578.07275,579.02466,579.124
154,Demand Amoxicillin Fürth,2024-06-23,2024-06-02,540.0,568.0,496.7488,512.7467,509.65152,543.2916,538.9445,539.4879,543.64484,631.1486,617.3825,604.30646,595.9784,590.1616,585.59247,581.5194,577.4349,572.9939,568.0,578.07275,579.2895,551.07654
155,Demand Amoxicillin Fürth,2024-06-30,2024-06-02,607.0,568.0,469.26288,491.83658,488.93683,529.407,526.9492,509.03635,521.71375,631.1486,617.3825,604.30646,595.9784,590.1616,585.59247,581.5194,577.4349,572.9939,568.0,578.07275,579.5543,534.646
156,Demand Amoxicillin Fürth,2024-07-07,2024-06-30,557.0,607.0,596.36774,583.96295,595.14276,584.73627,587.3163,579.5557,588.03265,612.21313,593.5438,584.58044,582.26276,583.19763,585.97516,589.9768,594.9079,600.6138,607.0,593.9485,593.90283,513.4352
157,Demand Amoxicillin Fürth,2024-07-14,2024-06-30,388.0,607.0,582.9961,564.79767,582.76825,579.3773,584.17773,578.9177,578.2122,612.21313,593.5438,584.58044,582.26276,583.19763,585.97516,589.9768,594.9079,600.6138,607.0,593.9485,594.2082,425.55948
158,Demand Amoxicillin Fürth,2024-07-21,2024-06-30,428.0,607.0,549.56506,552.22644,567.02527,566.58185,569.5581,562.4542,566.46497,612.21313,593.5438,584.58044,582.26276,583.19763,585.97516,589.9768,594.9079,600.6138,607.0,593.9485,594.5135,430.37854
159,Demand Amoxicillin Fürth,2024-07-28,2024-06-30,404.0,607.0,513.6619,528.72144,544.0211,538.9834,551.2239,547.3147,534.46936,612.21313,593.5438,584.58044,582.26276,583.19763,585.97516,589.9768,594.9079,600.6138,607.0,593.9485,594.8188,421.61835
